id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
LINDSAY,LINDSAY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6936,4,1797|1815|1842|1860
LAPITHUS,LAPITHUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6889,4,1797|1810|1815|1842
JOINERY,JOINERY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6752,6,1771|1797|1810|1815|1823|1842
TYTLER,TYTLER,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6716,3,1797|1842|1860
TYTLER,TYTLER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6716,3,1797|1842|1860
STENOGRAPHY,STENOGRAPHY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6670,6,1778|1797|1810|1815|1842|1860
COPERNICUS,COPERNICUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6637,7,1771|1778|1797|1810|1815|1823|1860
ISCHURIA,ISCHURIA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6620,3,1797|1810|1842
ISCHURIA,ISCHURIA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6620,3,1797|1810|1842
GUATIMALA,GUATIMALA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6496,5,1778|1797|1815|1823|1842
BRICK,BRICK,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6462,6,1771|1797|1815|1823|1842|1860
FUEL,FUEL,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6370,7,1771|1778|1797|1810|1815|1842|1860
POMPEII,POMPEII,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6264,6,1778|1797|1815|1823|1842|1860
CHRISTOPHERS,CHRISTOPHERS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6247,5,1771|1778|1823|1842|1860
CHRISTOPHERS,CHRISTOPHERS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6247,5,1771|1778|1823|1842|1860
CLAY,CLAY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6210,6,1771|1778|1797|1815|1823|1860
CANDIA,CANDIA,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,6191,7,1771|1797|1810|1815|1823|1842|1860
FELIX,FELIX,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5964,2,1778|1860
FELIX,FELIX,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5964,2,1778|1860
FELIX,FELIX,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5964,2,1778|1860
FELIX,FELIX,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5964,2,1778|1860
FELIX,FELIX,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5964,2,1778|1860
ERASMUS,ERASMUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5909,4,1778|1797|1842|1860
ERASMUS,ERASMUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5909,4,1778|1797|1842|1860
ERASMUS,ERASMUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5909,4,1778|1797|1842|1860
SPAHIS,SPAHIS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5769,2,1778|1842
SPAHIS,SPAHIS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5769,2,1778|1842
SPAHIS,SPAHIS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5769,2,1778|1842
BUNYAN,BUNYAN,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5605,6,1778|1797|1815|1823|1842|1860
STOCKPORT,STOCKPORT,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5594,2,1771|1860
STOCKPORT,STOCKPORT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5594,2,1771|1860
STOCKPORT,STOCKPORT,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5594,2,1771|1860
MOLIERE,MOLIERE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5575,4,1778|1797|1823|1860
MOLIERE,MOLIERE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5575,4,1778|1797|1823|1860
MOLIERE,MOLIERE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5575,4,1778|1797|1823|1860
PANTHEISM,PANTHEISM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5573,4,1797|1823|1842|1860
PANTHEISM,PANTHEISM,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5573,4,1797|1823|1842|1860
STADIUM,STADIUM,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5560,6,1771|1778|1797|1815|1842|1860
PLASTIC,PLASTIC,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5518,5,1778|1810|1815|1823|1842
NEUTRALITY,NEUTRALITY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5490,6,1771|1778|1797|1810|1815|1860
NEUTRALITY,NEUTRALITY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5490,6,1771|1778|1797|1810|1815|1860
TAYLOR,TAYLOR,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5488,6,1778|1797|1810|1815|1823|1860
ROXBURGHSHIRE,ROXBURGHSHIRE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5454,5,1778|1797|1810|1823|1860
ROXBURGHSHIRE,ROXBURGHSHIRE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5454,5,1778|1797|1810|1823|1860
ORDEAL,ORDEAL,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5426,7,1771|1778|1797|1815|1823|1842|1860
ORGAN,ORGAN,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5378,7,1771|1778|1797|1815|1823|1842|1860
CRIMES_AND_PUNISHMENTS,CRIMES AND PUNISHMENTS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5322,2,1823|1860
PERCUSSION,PERCUSSION,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5320,4,1771|1778|1797|1842
PERCUSSION,PERCUSSION,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5320,4,1771|1778|1797|1842
PERCUSSION,PERCUSSION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5320,4,1771|1778|1797|1842
MILITIA,MILITIA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5281,7,1771|1778|1797|1815|1823|1842|1860
MAGIC_SQUARE,MAGIC SQUARE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5244,5,1797|1810|1815|1823|1860
POLYPUS,POLYPUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5201,5,1778|1797|1810|1823|1842
BARBARY,BARBARY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5200,7,1771|1778|1797|1810|1815|1823|1860
BOUGUER,BOUGUER,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5171,4,1797|1823|1842|1860
SHETLAND,SHETLAND,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5139,6,1778|1797|1810|1815|1823|1860
ROBERT,ROBERT,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5137,6,1778|1797|1810|1815|1823|1860
LEITH,LEITH,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5110,7,1771|1778|1797|1810|1823|1842|1860
GASSENDI,GASSENDI,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,5066,5,1797|1810|1815|1842|1860
PROMISE,PROMISE,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4931,6,1771|1797|1810|1815|1823|1842
SELDEN,SELDEN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4900,4,1810|1815|1842|1860
BUC,BUC,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4884,6,1778|1797|1810|1815|1823|1860
BAILLIE,BAILLIE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4861,3,1810|1842|1860
BAILLIE,BAILLIE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4861,3,1810|1842|1860
BARBOUR,BARBOUR,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4860,6,1778|1810|1815|1823|1842|1860
FOUNDERY,FOUNDERY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4829,3,1771|1842|1860
FOUNDERY,FOUNDERY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4829,3,1771|1842|1860
FOUNDERY,FOUNDERY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4829,3,1771|1842|1860
FOUNDERY,FOUNDERY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4829,3,1771|1842|1860
DADUCHI,DADUCHI,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4823,6,1778|1810|1815|1823|1842|1860
GOLDONI,GOLDONI,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4810,3,1797|1815|1842
GOLDONI,GOLDONI,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4810,3,1797|1815|1842
LEEDS,LEEDS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4796,6,1771|1778|1797|1810|1842|1860
LEEDS,LEEDS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4796,6,1771|1778|1797|1810|1842|1860
WREN,WREN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4763,6,1778|1797|1810|1815|1823|1860
HORNE,HORNE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4744,3,1797|1815|1860
HORNE,HORNE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4744,3,1797|1815|1860
HORNE,HORNE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4744,3,1797|1815|1860
OWEN,OWEN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4725,6,1778|1797|1810|1815|1842|1860
PHOTOMETER,PHOTOMETER,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4686,2,1797|1860
PHOTOMETER,PHOTOMETER,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4686,2,1797|1860
PHOTOMETER,PHOTOMETER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4686,2,1797|1860
PHOTOMETER,PHOTOMETER,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4686,2,1797|1860
RICHMOND,RICHMOND,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4631,4,1771|1823|1842|1860
RICHMOND,RICHMOND,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4631,4,1771|1823|1842|1860
RICHMOND,RICHMOND,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4631,4,1771|1823|1842|1860
MONTESQUIEU,MONTESQUIEU,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4609,5,1778|1797|1823|1842|1860
MONTESQUIEU,MONTESQUIEU,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4609,5,1778|1797|1823|1842|1860
BOGOMILI,BOGOMILI,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4607,7,1771|1778|1810|1815|1823|1842|1860
SHEERNESS,SHEERNESS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4582,3,1815|1842|1860
REDRUTH,REDRUTH,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4570,3,1771|1842|1860
REDRUTH,REDRUTH,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4570,3,1771|1842|1860
REDRUTH,REDRUTH,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4570,3,1771|1842|1860
REDRUTH,REDRUTH,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4570,3,1771|1842|1860
REDRUTH,REDRUTH,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4570,3,1771|1842|1860
CHEESE,CHEESE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4533,7,1771|1778|1797|1810|1815|1823|1860
BOMBAY,BOMBAY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4481,6,1771|1778|1815|1823|1842|1860
BOMBAY,BOMBAY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4481,6,1771|1778|1815|1823|1842|1860
MINIATURE,MINIATURE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4432,5,1771|1778|1797|1810|1842
MINIATURE,MINIATURE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4432,5,1771|1778|1797|1810|1842
JAPANNING,JAPANNING,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4426,7,1771|1778|1797|1810|1815|1823|1860
DUMONT,DUMONT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4401,6,1778|1797|1810|1823|1842|1860
PASCAL,PASCAL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4383,5,1778|1810|1815|1823|1842
DERBY,DERBY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4367,5,1797|1815|1823|1842|1860
FALLACY,FALLACY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4324,7,1771|1778|1797|1810|1815|1823|1860
LAMBERT,LAMBERT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4316,5,1778|1797|1810|1823|1842
POSITION,POSITION,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4292,2,1797|1842
POSITION,POSITION,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4292,2,1797|1842
POSITION,POSITION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4292,2,1797|1842
DREAMS,DREAMS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4212,5,1797|1810|1815|1823|1860
SEMIPELAGIANS,SEMIPELAGIANS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4208,5,1797|1810|1815|1823|1860
SIAM,SIAM,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4189,4,1771|1778|1842|1860
SIAM,SIAM,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4189,4,1771|1778|1842|1860
SIAM,SIAM,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4189,4,1771|1778|1842|1860
TARSHISH,TARSHISH,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4085,2,1797|1860
TARSHISH,TARSHISH,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4085,2,1797|1860
TARSHISH,TARSHISH,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4085,2,1797|1860
TARSHISH,TARSHISH,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4085,2,1797|1860
MOREAU,MOREAU,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,4056,4,1778|1797|1842|1860
